"";"Coord. facteur 1";"Coord. facteur 2";"Coord. facteur 3";"Corr. facteur 1";"Corr. facteur 2";"Corr. facteur 3";"COR -facteur 1";"COR -facteur 2";"COR -facteur 3";"CTR -facteur 1";"CTR -facteur 2";"CTR -facteur 3";"mass";"chi.distance";"inertie"
"desde";-0,183043211592236;-0,612531457562156;-0,21518497484109;-0,271360065391942;-0,908072880347876;-0,319009966752126;NA;NA;NA;NA;NA;NA;NA;0,382470031857184;NA
"apesar";-0,703192853422942;-0,726062635932256;1,10492283612226;-0,469578350758334;-0,484850341508312;0,737845728345944;NA;NA;NA;NA;NA;NA;NA;0,834004481183802;NA
"talvez";0,433855268176449;0,0805948935240052;-0,0508491027156364;0,976716688296653;0,181439256983675;-0,114474044342073;NA;NA;NA;NA;NA;NA;NA;0,279649717702178;NA
"nosso";-1,29003724406554;0,729877423729249;-0,159527401317385;-0,865355271001225;0,489600807042134;-0,107010769056612;NA;NA;NA;NA;NA;NA;NA;0,91904853333523;NA
"me";-0,0862943736542567;-0,0329362848460947;1,26925870824772;-0,0678086986611006;-0,0258807905958402;0,997362604604776;NA;NA;NA;NA;NA;NA;NA;0,660665087953564;NA
"lhe";0,401166550826474;0,278570106587114;-0,864649449013998;0,403972886467671;0,280518826431968;-0,870698050426329;NA;NA;NA;NA;NA;NA;NA;0,538887021083669;NA
"entanto";1,05338837616902;-1,57332037920061;2,02740148102237;0,379730215403832;-0,567157659994173;0,730846873304725;NA;NA;NA;NA;NA;NA;NA;1,53106182072764;NA
"cujo";-0,735881570772917;-0,528087422869147;0,291122489823901;-0,773477300623837;-0,555067079482919;0,305995756006461;NA;NA;NA;NA;NA;NA;NA;0,573823182727522;NA
"caminho";-0,0355581545937022;0,425781003605347;-1,412607797236;-0,024093995063015;0,288506687594237;-0,957174681348867;NA;NA;NA;NA;NA;NA;NA;0,771489477436278;NA
"bilhão";-1,35409736465355;-0,047692962049921;-0,83017073810783;-0,852149817941868;-0,0300137567569574;-0,522436467129713;NA;NA;NA;NA;NA;NA;NA;0,959554898404934;NA
"apenas";-0,481400704734307;0,328468565002405;-0,281086816410269;-0,744015859536897;0,507655720728526;-0,434426138680873;NA;NA;NA;NA;NA;NA;NA;0,385653980114079;NA
"tempo";1,05207106205708;-0,399799567295221;1,07044412521609;0,677341161772138;-0,257397730204892;0,689170050897846;NA;NA;NA;NA;NA;NA;NA;0,896043070430262;NA
"quase";-0,353457384438883;0,512710789700538;0,141069738134752;-0,553559058536313;0,802970073743402;0,220933088026458;NA;NA;NA;NA;NA;NA;NA;0,373861714628658;NA
"muita";0,0770316093231163;-0,555765868377106;-0,875238880322767;0,0740944573778402;-0,534574972642671;-0,841866741242325;NA;NA;NA;NA;NA;NA;NA;0,554495154062578;NA
"fim";-0,979217731570064;1,78469834994288;0,576850284323242;-0,462803665147257;0,843494670190957;0,272634386836501;NA;NA;NA;NA;NA;NA;NA;1,22305760547708;NA
"este";-1,29003724406554;0,729877423729249;-0,159527401317385;-0,865355271001225;0,489600807042134;-0,107010769056612;NA;NA;NA;NA;NA;NA;NA;0,91904853333523;NA
"então";-0,430329529144489;-0,420373673234465;-0,663702266013783;-0,480403505968493;-0,469289167397303;-0,740931946143994;NA;NA;NA;NA;NA;NA;NA;0,499349529408352;NA
