"";"X";"V1";"V2";"V3";"V4";"V5";"V6";"V7";"V8";"V9"
"310";310;0;0;0;0;0;0;2;2;2
"311";311;0;0;0;0;0;0;2;2;2
"312";312;0;0;0;0;0;0;3;3;3
"313";313;0;0;0;0;0;0;2;2;2
"314";314;0;0;0;0;0;0;0;0;1
"315";315;0;0;0;0;0;0;0;0;0
"316";316;0;0;0;0;0;0;2;2;2
"317";317;0;0;0;0;0;0;2;2;2
"318";318;0;0;0;0;4;4;4;4;4
"319";319;0;0;0;0;0;0;3;3;3
"320";320;0;0;0;0;0;0;0;0;0
"321";321;0;0;0;0;0;0;3;3;3
"322";322;0;0;0;0;0;0;2;2;2
"323";323;0;0;0;0;0;0;0;0;0
"324";324;0;0;0;0;0;0;0;0;0
"325";325;0;0;0;0;0;0;0;0;1
"326";326;0;0;0;0;0;0;0;0;1
"327";327;0;0;0;0;0;0;0;0;1
"328";328;0;0;0;0;0;0;0;0;1
"329";329;0;0;0;0;0;0;2;2;2
"330";330;0;0;0;0;0;0;0;0;1
"331";331;0;0;0;0;0;0;0;0;0
"332";332;0;0;0;0;0;0;2;2;2
"333";333;0;0;0;0;4;4;4;4;4
"334";334;0;0;0;0;0;0;3;3;3
"335";335;0;0;0;0;0;0;2;2;2
"336";336;0;0;0;0;0;0;0;0;1
"337";337;0;0;0;0;0;0;3;3;3
"338";338;0;0;0;0;0;0;0;0;1
"339";339;0;0;0;0;0;0;0;0;1
"340";340;0;0;0;0;0;0;0;0;1
"341";341;0;0;0;0;0;0;2;2;2
"342";342;0;0;0;0;0;0;0;0;0
"343";343;0;0;0;0;0;0;0;0;0
"344";344;0;0;0;0;0;0;0;0;0
"345";345;0;0;0;0;0;0;3;3;3
"346";346;0;0;0;0;0;0;3;3;3
"347";347;0;0;0;0;0;0;2;2;2
"348";348;0;0;0;0;0;0;0;0;0
"349";349;0;0;0;0;0;0;2;2;2
"350";350;0;0;0;0;4;4;4;4;4
"351";351;0;0;0;0;0;0;2;2;2
"352";352;0;0;0;0;0;0;2;2;2
"353";353;0;0;0;0;0;0;2;2;2
"354";354;0;0;0;0;0;0;3;3;3
"355";355;0;0;0;0;0;0;3;3;3
"356";356;0;0;0;0;4;4;4;4;4
"357";357;0;0;0;0;0;0;0;0;0
"358";358;0;0;0;0;0;0;0;0;0
"359";359;0;0;0;0;4;4;4;4;4
"360";360;0;0;0;0;0;0;2;2;2
"361";361;0;0;0;0;0;0;3;3;3
"362";362;0;0;0;0;0;0;2;2;2
"363";363;0;0;0;0;0;0;0;0;1
"364";364;0;0;0;0;4;4;4;4;4
"365";365;0;0;0;0;0;0;3;3;3
"366";366;0;0;0;0;0;0;3;3;3
"367";367;0;0;0;0;4;4;4;4;4
"368";368;0;0;0;0;4;4;4;4;4
"369";369;0;0;0;0;0;0;2;2;2
"370";370;0;0;0;0;0;0;3;3;3
"371";371;0;0;0;0;0;0;0;0;0
"372";372;0;0;0;0;0;0;3;3;3
"373";373;0;0;0;0;0;0;0;0;1
"374";374;0;0;0;0;0;0;0;0;1
"375";375;0;0;0;0;4;4;4;4;4
